"ProductID","ProductName","Description","Price","Category","Brand","Weight","Flavor","Grain","Material","Color","SubCategory"
"27","Merrick Grain Free Backcountry Real Turkey & Chicken Dinner 12.7 oz Can",NULL,"3.4900","Dog Food","Merrick","0.8000","Turkey, Chicken","0",NULL,NULL,"Canned Dog Food"
"28","Merrick Grain Free Chunky Colossal Chicken Dinner 12.7 oz Can",NULL,"3.5900","Dog Food","Merrick","0.8000","Chicken","0",NULL,NULL,"Canned Dog Food"
"29","Merrick Grain Free Chunky Colossal Beef Dinner 12.7 oz Can",NULL,"3.5900","Dog Food","Merrick","0.8000","Beef","0",NULL,NULL,"Canned Dog Food"
"30","Merrick Grain Free Chunky Colossal Turkey Dinner 12.7 oz Can",NULL,"3.5900","Dog Food","Merrick","0.8000","Turkey","0",NULL,NULL,"Canned Dog Food"
"31","Merrick Grain Free Real Small Breed Chicken Dinner 3.5 oz Can",NULL,"1.4900","Dog Food","Merrick","0.2200","Chicken","0",NULL,NULL,"Canned Dog Food"
"32","Merrick Grain Free Real Small Breed Beef Dinner 3.5 oz Can",NULL,"1.4900","Dog Food","Merrick","0.2200","Beef","0",NULL,NULL,"Canned Dog Food"
"33","Merrick Grain Free Limited Ingredient Diet Real Lamb Dinner 12.7 oz Can",NULL,"3.4900","Dog Food","Merrick","0.8000","Lamb","0",NULL,NULL,"Canned Dog Food"
"34","Merrick Grain Free Wilderness Blend Duck, Bison & Venison Stew 12.7 oz Can",NULL,"3.7900","Dog Food","Merrick","0.8000","Duck, Bison, Venison","0",NULL,NULL,"Canned Dog Food"
"35","Merrick Grain Free Wilderness Blend Turkey & Chicken Dinner 12.7 oz Can",NULL,"3.7900","Dog Food","Merrick","0.8000","Turkey, Chicken","0",NULL,NULL,"Canned Dog Food"
"36","Merrick Grain Free Slow Cooked BBQ Beef Dinner 12.7 oz Can",NULL,"3.6900","Dog Food","Merrick","0.8000","Beef","0",NULL,NULL,"Canned Dog Food"
"37","Merrick Grain Free Slow Cooked BBQ Pork Dinner 12.7 oz Can",NULL,"3.6900","Dog Food","Merrick","0.8000","Pork","0",NULL,NULL,"Canned Dog Food"
"38","Merrick Grain Free Slow Cooked BBQ Chicken Dinner 12.7 oz Can",NULL,"3.6900","Dog Food","Merrick","0.8000","Chicken","0",NULL,NULL,"Canned Dog Food"
"39","Merrick Grain Free Texas Beef & Chicken Dinner Variety Pack (12‑ct)",NULL,"47.9900","Dog Food","Merrick",NULL,"Beef, Chicken","0",NULL,NULL,"Canned Dog Food"
"40","Merrick Grain Free Backcountry Beef & Chicken Dinner Variety Pack (12‑ct)",NULL,"48.9900","Dog Food","Merrick",NULL,"Beef, Chicken","0",NULL,NULL,"Canned Dog Food"
"41","Merrick Grain Free Chunky Variety Pack (Colossal Chicken, Beef, Turkey) 12‑ct",NULL,"49.9900","Dog Food","Merrick",NULL,"Mixed","0",NULL,NULL,"Canned Dog Food"
"42","Merrick Grain Free Healthy Grains Chicken & Rice Stew 12.7 oz Can",NULL,"3.1900","Dog Food","Merrick","0.8000","Chicken","0",NULL,NULL,"Canned Dog Food"
"43","Merrick Grain Free Healthy Grains Beef & Rice Stew 12.7 oz Can",NULL,"3.1900","Dog Food","Merrick","0.8000","Beef","0",NULL,NULL,"Canned Dog Food"
"44","Merrick Grain Free Puppy Canned Dog Food Chicken Dinner 12.7 oz Can",NULL,"3.4900","Dog Food","Merrick","0.8000","Chicken","0",NULL,NULL,"Canned Dog Food"
"45","Merrick Grain Free Puppy Canned Dog Food Turkey Dinner 12.7 oz Can",NULL,"3.4900","Dog Food","Merrick","0.8000","Turkey","0",NULL,NULL,"Canned Dog Food"
"46","Merrick Grain Free Senior Dog Wet Food Chicken Dinner 12.7 oz Can",NULL,"3.5900","Dog Food","Merrick","0.8000","Chicken","0",NULL,NULL,"Canned Dog Food"
"47","Merrick Grain Free Senior Dog Wet Food Beef Dinner 12.7 oz Can",NULL,"3.5900","Dog Food","Merrick","0.8000","Beef","0",NULL,NULL,"Canned Dog Food"
"48","Hill's Science Diet Adult Chicken & Barley Recipe",NULL,"64.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"49","Hill's Science Diet Adult Chicken & Barley Recipe",NULL,"34.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"50","Hill's Science Diet Adult Salmon & Brown Rice Recipe",NULL,"69.9900","Dog Food","Hill's Science Diet","30.0000","Salmon","1",NULL,NULL,"Dry Dog Food"
"51","Hill's Science Diet Adult Salmon & Brown Rice Recipe",NULL,"19.9900","Dog Food","Hill's Science Diet","5.0000","Salmon","1",NULL,NULL,"Dry Dog Food"
"52","Hill's Science Diet Adult Lamb & Brown Rice Recipe",NULL,"69.9900","Dog Food","Hill's Science Diet","30.0000","Lamb","1",NULL,NULL,"Dry Dog Food"
"53","Hill's Science Diet Adult Lamb & Brown Rice Recipe",NULL,"36.9900","Dog Food","Hill's Science Diet","15.0000","Lamb","1",NULL,NULL,"Dry Dog Food"
"54","Hill's Science Diet Adult Light Chicken Meal & Barley",NULL,"62.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"55","Hill's Science Diet Adult Light Chicken Meal & Barley",NULL,"33.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"56","Hill's Science Diet Small Bites Light Chicken Meal & Barley",NULL,"34.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"57","Hill's Science Diet Small Bites Light Chicken Meal & Barley",NULL,"19.9900","Dog Food","Hill's Science Diet","5.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"58","Hill's Science Diet Sensitive Stomach & Skin Chicken Recipe",NULL,"67.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"59","Hill's Science Diet Sensitive Stomach & Skin Chicken Recipe",NULL,"36.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"60","Hill's Science Diet Sensitive Stomach & Skin Salmon Recipe",NULL,"72.9900","Dog Food","Hill's Science Diet","28.0000","Salmon","1",NULL,NULL,"Dry Dog Food"
"61","Hill's Science Diet Sensitive Stomach & Skin Small & Mini Chicken",NULL,"18.9900","Dog Food","Hill's Science Diet","4.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"62","Hill's Science Diet Perfect Weight Chicken Recipe",NULL,"65.9900","Dog Food","Hill's Science Diet","28.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"63","Hill's Science Diet Perfect Weight Chicken Recipe",NULL,"28.9900","Dog Food","Hill's Science Diet","12.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"64","Hill's Science Diet Perfect Weight Small & Mini Chicken Recipe",NULL,"19.9900","Dog Food","Hill's Science Diet","4.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"65","Hill's Science Diet Large Breed Adult Chicken & Barley",NULL,"68.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"66","Hill's Science Diet Large Breed Adult Chicken & Barley",NULL,"35.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"67","Hill's Science Diet Large Breed Puppy Chicken Meal & Oats",NULL,"72.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"68","Hill's Science Diet Large Breed Puppy Chicken Meal & Oats",NULL,"39.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"69","Hill's Science Diet Puppy Chicken Meal & Barley",NULL,"72.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"70","Hill's Science Diet Puppy Chicken Meal & Barley",NULL,"39.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"71","Hill's Science Diet Puppy Small Bites Chicken Meal & Barley",NULL,"22.9900","Dog Food","Hill's Science Diet","5.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"72","Hill's Science Diet Small Paws Adult Chicken Meal & Rice",NULL,"34.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"73","Hill's Science Diet Small Paws Adult Chicken Meal & Rice",NULL,"18.9900","Dog Food","Hill's Science Diet","4.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"74","Hill's Science Diet Small Paws Senior 11+ Chicken Meal & Rice",NULL,"36.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"75","Hill's Science Diet Small Paws Senior 11+ Chicken Meal & Rice",NULL,"19.9900","Dog Food","Hill's Science Diet","4.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"76","Hill's Science Diet Senior 7+ Chicken Meal & Barley",NULL,"67.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"77","Hill's Science Diet Senior 7+ Chicken Meal & Barley",NULL,"35.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"78","Hill's Science Diet Senior 7+ Small Bites Chicken Meal & Barley",NULL,"36.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"79","Hill's Science Diet Senior 7+ Small Bites Chicken Meal & Barley",NULL,"19.9900","Dog Food","Hill's Science Diet","5.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"80","Hill's Science Diet Healthy Mobility Large Breed Chicken Meal",NULL,"69.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"81","Hill's Science Diet Healthy Mobility Chicken Meal",NULL,"35.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"82","Hill's Science Diet Healthy Mobility Small Bites Chicken Meal",NULL,"22.9900","Dog Food","Hill's Science Diet","5.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"83","Hill's Science Diet Adult Large Breed Lamb Meal & Brown Rice",NULL,"69.9900","Dog Food","Hill's Science Diet","30.0000","Lamb","1",NULL,NULL,"Dry Dog Food"
"84","Hill's Science Diet Adult Lamb Meal & Brown Rice",NULL,"36.9900","Dog Food","Hill's Science Diet","15.0000","Lamb","1",NULL,NULL,"Dry Dog Food"
"85","Hill's Science Diet Perfect Digestion Chicken Recipe",NULL,"71.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"86","Hill's Science Diet Perfect Digestion Chicken Recipe",NULL,"37.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"87","Hill's Science Diet Perfect Digestion Small Bites Chicken Recipe",NULL,"22.9900","Dog Food","Hill's Science Diet","5.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"88","Hill's Science Diet Large Breed Perfect Weight Chicken Recipe",NULL,"72.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"89","Hill's Science Diet Large Breed Perfect Weight Chicken Recipe",NULL,"38.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"90","Hill's Science Diet Senior Small Bites 11+ Chicken Meal",NULL,"37.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"91","Hill's Science Diet Senior Small Bites 11+ Chicken Meal",NULL,"21.9900","Dog Food","Hill's Science Diet","5.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"92","Hill's Science Diet Adult Sensitive Skin & Stomach Grain-In Salmon",NULL,"66.9900","Dog Food","Hill's Science Diet","25.0000","Salmon","1",NULL,NULL,"Dry Dog Food"
"93","Hill's Science Diet Adult Healthy Mobility Small Paws Chicken",NULL,"18.9900","Dog Food","Hill's Science Diet","4.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"94","Hill's Science Diet Adult Advanced Fitness Chicken",NULL,"62.9900","Dog Food","Hill's Science Diet","30.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"95","Hill's Science Diet Adult Advanced Fitness Chicken",NULL,"32.9900","Dog Food","Hill's Science Diet","15.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"96","Hill's Science Diet Adult Entrée Chicken Entrée 13 oz Can",NULL,"2.9900","Dog Food","Hill's Science Diet","0.8100","Chicken","1",NULL,NULL,"Canned Dog Food"
"97","Hill's Science Diet Adult Entrée Beef Entrée 13 oz Can",NULL,"2.9900","Dog Food","Hill's Science Diet","0.8100","Beef","1",NULL,NULL,"Canned Dog Food"
"98","Hill's Science Diet Adult 7+ Chicken & Barley Entrée 13 oz Can",NULL,"3.1900","Dog Food","Hill's Science Diet","0.8100","Chicken","1",NULL,NULL,"Canned Dog Food"
"99","Hill's Science Diet Adult 7+ Beef & Barley Entrée 13 oz Can",NULL,"3.1900","Dog Food","Hill's Science Diet","0.8100","Beef","1",NULL,NULL,"Canned Dog Food"
"100","Hill's Science Diet Healthy Cuisine Roasted Chicken, Carrots & Spinach Stew 12.5 oz Can",NULL,"3.5900","Dog Food","Hill's Science Diet","0.7800","Chicken","1",NULL,NULL,"Canned Dog Food"
"101","Hill's Science Diet Healthy Cuisine Hearty Beef, Carrots & Peas Stew 12.5 oz Can",NULL,"3.5900","Dog Food","Hill's Science Diet","0.7800","Beef","1",NULL,NULL,"Canned Dog Food"
"102","Hill's Science Diet Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée 12.5 oz Can",NULL,"2.9900","Dog Food","Hill's Science Diet","0.7800","Chicken","1",NULL,NULL,"Canned Dog Food"
"103","Hill's Science Diet Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée 12.5 oz Can",NULL,"3.4900","Dog Food","Hill's Science Diet","0.7800","Salmon","1",NULL,NULL,"Canned Dog Food"
"104","Stella & Chewy's Raw Blend Red Meat Recipe Dry Dog Food",NULL,"31.4900","Dog Food","Stella & Chewy's","3.5000","Beef, Lamb, Venison","0",NULL,NULL,"Dry Dog Food"
"105","Stella & Chewy's Raw Blend Red Meat Recipe Dry Dog Food",NULL,"57.7400","Dog Food","Stella & Chewy's","10.0000","Beef, Lamb, Venison","0",NULL,NULL,"Dry Dog Food"
"106","Stella & Chewy's Raw Blend Red Meat Recipe Dry Dog Food",NULL,"114.4400","Dog Food","Stella & Chewy's","22.0000","Beef, Lamb, Venison","0",NULL,NULL,"Dry Dog Food"
"107","Stella & Chewy's Raw Blend Small Breed Red Meat Recipe Dry Dog Food",NULL,"31.4900","Dog Food","Stella & Chewy's","3.5000","Beef, Lamb, Venison","0",NULL,NULL,"Dry Dog Food"
"108","Stella & Chewy's Raw Blend Small Breed Red Meat Recipe Dry Dog Food",NULL,"57.7400","Dog Food","Stella & Chewy's","10.0000","Beef, Lamb, Venison","0",NULL,NULL,"Dry Dog Food"
"109","Stella & Chewy's Raw Blend Small Breed Red Meat Recipe Dry Dog Food",NULL,"114.4400","Dog Food","Stella & Chewy's","22.0000","Beef, Lamb, Venison","0",NULL,NULL,"Dry Dog Food"
"110","Stella & Chewy's Raw Blend Cage-Free Recipe Dry Dog Food",NULL,"30.4400","Dog Food","Stella & Chewy's","3.5000","Chicken, Duck, Quail","0",NULL,NULL,"Dry Dog Food"
"111","Stella & Chewy's Raw Blend Cage-Free Recipe Dry Dog Food",NULL,"54.5900","Dog Food","Stella & Chewy's","10.0000","Chicken, Duck, Quail","0",NULL,NULL,"Dry Dog Food"
"112","Stella & Chewy's Raw Blend Cage-Free Recipe Dry Dog Food",NULL,"110.2400","Dog Food","Stella & Chewy's","22.0000","Chicken, Duck, Quail","0",NULL,NULL,"Dry Dog Food"
"113","Stella & Chewy's Raw Blend Free-Range Recipe Dry Dog Food",NULL,"30.4400","Dog Food","Stella & Chewy's","3.5000","Lamb, Goat, Elk","0",NULL,NULL,"Dry Dog Food"
"114","Stella & Chewy's Raw Blend Free-Range Recipe Dry Dog Food",NULL,"54.5900","Dog Food","Stella & Chewy's","10.0000","Lamb, Goat, Elk","0",NULL,NULL,"Dry Dog Food"
"115","Stella & Chewy's Raw Blend Free-Range Recipe Dry Dog Food",NULL,"114.4400","Dog Food","Stella & Chewy's","22.0000","Lamb, Goat, Elk","0",NULL,NULL,"Dry Dog Food"
"116","Stella & Chewy's Wholesome Grains Red Meat Recipe Dry Dog Food",NULL,"32.9900","Dog Food","Stella & Chewy's","4.0000","Beef, Lamb, Venison","1",NULL,NULL,"Dry Dog Food"
"117","Stella & Chewy's Wholesome Grains Red Meat Recipe Dry Dog Food",NULL,"82.9900","Dog Food","Stella & Chewy's","22.0000","Beef, Lamb, Venison","1",NULL,NULL,"Dry Dog Food"
"118","Stella & Chewy's Raw Coated Chicken Kibble Dry Dog Food",NULL,"34.9900","Dog Food","Stella & Chewy's","4.0000","Chicken","0",NULL,NULL,"Dry Dog Food"
"119","Stella & Chewy's Raw Coated Chicken Kibble Dry Dog Food",NULL,"94.4900","Dog Food","Stella & Chewy's","22.0000","Chicken","0",NULL,NULL,"Dry Dog Food"
"120","Stella & Chewy's Raw Coated Duck & Lentil Kibble Dry Dog Food",NULL,"34.9900","Dog Food","Stella & Chewy's","4.0000","Duck","0",NULL,NULL,"Dry Dog Food"
"121","Stella & Chewy's Raw Coated Duck & Lentil Kibble Dry Dog Food",NULL,"94.9900","Dog Food","Stella & Chewy's","22.0000","Duck","0",NULL,NULL,"Dry Dog Food"
"122","Stella & Chewy's Raw Coated Grass-Fed Lamb Kibble Dry Dog Food",NULL,"34.9900","Dog Food","Stella & Chewy's","4.0000","Lamb","0",NULL,NULL,"Dry Dog Food"
"123","Stella & Chewy's Raw Coated Grass-Fed Lamb Kibble Dry Dog Food",NULL,"94.9900","Dog Food","Stella & Chewy's","22.0000","Lamb","0",NULL,NULL,"Dry Dog Food"
"124","Stella & Chewy's Raw Coated Wild-Caught Whitefish Kibble Dry Dog Food",NULL,"34.9900","Dog Food","Stella & Chewy's","4.0000","Whitefish, Salmon","0",NULL,NULL,"Dry Dog Food"
"125","Stella & Chewy's Raw Coated Wild-Caught Whitefish Kibble Dry Dog Food",NULL,"94.9900","Dog Food","Stella & Chewy's","22.0000","Whitefish, Salmon","0",NULL,NULL,"Dry Dog Food"
"126","Stella & Chewy's Essentials Grass-Fed Beef & Whole Grains Recipe Dry Dog Food",NULL,"29.9900","Dog Food","Stella & Chewy's","4.0000","Beef","1",NULL,NULL,"Dry Dog Food"
"127","Stella & Chewy's Essentials Grass-Fed Beef & Whole Grains Recipe Dry Dog Food",NULL,"79.9900","Dog Food","Stella & Chewy's","22.0000","Beef","1",NULL,NULL,"Dry Dog Food"
"128","Stella & Chewy's Essentials Cage-Free Chicken & Whole Grains Recipe Dry Dog Food",NULL,"29.9900","Dog Food","Stella & Chewy's","4.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"129","Stella & Chewy's Essentials Cage-Free Chicken & Whole Grains Recipe Dry Dog Food",NULL,"79.9900","Dog Food","Stella & Chewy's","22.0000","Chicken","1",NULL,NULL,"Dry Dog Food"
"130","Stella & Chewy's Essentials Cage-Free Duck & Whole Grains Recipe Dry Dog Food",NULL,"29.9900","Dog Food","Stella & Chewy's","4.0000","Duck","1",NULL,NULL,"Dry Dog Food"
"131","Stella & Chewy's Essentials Cage-Free Duck & Whole Grains Recipe Dry Dog Food",NULL,"79.9900","Dog Food","Stella & Chewy's","22.0000","Duck","1",NULL,NULL,"Dry Dog Food"
"132","Stella & Chewy's Essentials Grass-Fed Lamb & Whole Grains Recipe Dry Dog Food",NULL,"29.9900","Dog Food","Stella & Chewy's","4.0000","Lamb","1",NULL,NULL,"Dry Dog Food"
"133","Stella & Chewy's Essentials Grass-Fed Lamb & Whole Grains Recipe Dry Dog Food",NULL,"79.9900","Dog Food","Stella & Chewy's","22.0000","Lamb","1",NULL,NULL,"Dry Dog Food"
"134","Stella & Chewy's Wild Caught Fish Raw Blend Dry Dog Food",NULL,"29.9900","Dog Food","Stella & Chewy's","4.0000","Salmon, Ocean Whitefish, Trout, Haddock, Cod","0",NULL,NULL,"Dry Dog Food"
"135","Stella & Chewy's Wild Caught Fish Raw Blend Dry Dog Food",NULL,"88.9900","Dog Food","Stella & Chewy's","22.0000","Salmon, Ocean Whitefish, Trout, Haddock, Cod","0",NULL,NULL,"Dry Dog Food"
"136","Stella & Chewy's Grain-Free Cage-Free Chicken Raw Coated Kibble Dry Dog Food",NULL,"29.9900","Dog Food","Stella & Chewy's","3.5000","Chicken","0",NULL,NULL,"Dry Dog Food"
"137","Stella & Chewy's Grain-Free Cage-Free Chicken Raw Coated Kibble Dry Dog Food",NULL,"89.9900","Dog Food","Stella & Chewy's","22.0000","Chicken","0",NULL,NULL,"Dry Dog Food"
"138","Wild Red Chicken and Beef Stew 12pk",NULL,"35.8800","Dog Food","Stella & Chewy's","10.0000","Chicken, Beef","0",NULL,NULL,"Canned Dog Food"
"139","Wild Red Chicken and Lamb Stew 12pk",NULL,"39.8800","Dog Food","Stella & Chewy's","10.0000","Chicken, Lamb","0",NULL,NULL,"Canned Dog Food"
"140","Wild Red Chicken and Turkey Stew 12pk",NULL,"35.8800","Dog Food","Stella & Chewy's","10.0000","Chicken, Turkey","0",NULL,NULL,"Canned Dog Food"
"141","Gourmet Stew 12pk",NULL,"50.5200","Dog Food","Stella & Chewy's","12.5000","Beef","0",NULL,NULL,"Canned Dog Food"
"142","Gourmet Stew 12pk",NULL,"50.9300","Dog Food","Stella & Chewy's","12.5000","Chicken","0",NULL,NULL,"Canned Dog Food"
"143","Gourmet Stew 12pk",NULL,"50.9900","Dog Food","Stella & Chewy's","12.5000","Duck","0",NULL,NULL,"Canned Dog Food"
"144","Gourmet Pate 12pk",NULL,"56.9200","Dog Food","Stella & Chewy's","12.5000","Chicken, Salmon","0",NULL,NULL,"Canned Dog Food"
"145","Gourmet Pate 12pk",NULL,"50.9400","Dog Food","Stella & Chewy's","12.5000","Chicken","0",NULL,NULL,"Canned Dog Food"
"146","Gourmet Pate 12pk",NULL,"70.6800","Dog Food","Stella & Chewy's","12.5000","Duck, Chicken","0",NULL,NULL,"Canned Dog Food"
"147","Acana Adult Dog Recipe Grain-Free Dry Dog Food",NULL,"39.9900","Dog Food","Acana","4.5000","Free-Run Chicken, Turkey, Whole Herring, Whole Flounder","0",NULL,NULL,"Dry Dog Food"
"148","Acana Adult Dog Recipe Grain-Free Dry Dog Food",NULL,"74.9900","Dog Food","Acana","13.0000","Free-Run Chicken, Turkey, Whole Herring, Whole Flounder","0",NULL,NULL,"Dry Dog Food"
"149","Acana Adult Dog Recipe Grain-Free Dry Dog Food",NULL,"124.9900","Dog Food","Acana","25.0000","Free-Run Chicken, Turkey, Whole Herring, Whole Flounder","0",NULL,NULL,"Dry Dog Food"
"150","Acana Puppy Recipe Grain-Free Dry Dog Food",NULL,"35.9900","Dog Food","Acana","4.5000","Free-Run Chicken, Turkey, Whole Herring","0",NULL,NULL,"Dry Dog Food"
"151","Acana Puppy Recipe Grain-Free Dry Dog Food",NULL,"65.9900","Dog Food","Acana","13.0000","Free-Run Chicken, Turkey, Whole Herring","0",NULL,NULL,"Dry Dog Food"
"152","Acana Puppy Recipe Grain-Free Dry Dog Food",NULL,"99.9900","Dog Food","Acana","25.0000","Free-Run Chicken, Turkey, Whole Herring","0",NULL,NULL,"Dry Dog Food"
